manual_file,task_id,difficulty,domain,task_type,pde_system,model,model_display,facet,facet_id,human_score,auto_score,workbook_initial_score,manual_minus_auto,abs_diff,human_notes,auto_rationale,matched_auto
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=12/13,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,4.5,5,5,-0.5,0.5,,core_cue_ratio=0.40; reference_item_match=11/13,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=9/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=0.80; reference_item_match=9/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=9/10,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=10/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=10/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=10/18,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=14/19,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=14/19,yes
manual_scoring_selected_01_09_12_17_20_25_v0.3_compare.xlsx,hard_plus_mhd_divergence_025,hard_plus,magnetohydrodynamics,coupled_divergence_free_field_modeling,Resistive magnetohydrodynamics,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=14/19,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=4/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,5,5,5,0,0,,core_cue_ratio=0.80; reference_item_match=4/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=1.00; reference_item_match=4/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=5/9,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=7/9,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,3.5,3,3,0.5,0.5,,core_cue_ratio=0.80; reference_item_match=3/9,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=2/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=4/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,3.5,3,3,0.5,0.5,,core_cue_ratio=0.80; reference_item_match=1/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=5/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=5/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=3/11,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,3.5,4,4,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=4/11,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=6/11,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=1.00; reference_item_match=3/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=0.60; reference_item_match=3/4; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4,4,5,0,0,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=7/8,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=6/8,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=7/8,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=2/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,3.5,4,4,-0.5,0.5,,core_cue_ratio=0.80; reference_item_match=2/4,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=9/15,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=11/15,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=8/15,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=4/12,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=7/12,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/12,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4.5,3,5,1.5,1.5,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match; pf_strict_cap<=3: missing workflow-changing task-type/data-role distinction",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=3/3,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4.5,4,4,0.5,0.5,,core_cue_ratio=0.80; reference_item_match=1/3,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=5/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=0.80; reference_item_match=6/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=5/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=3/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=3/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=2/5,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=4/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=10/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=10/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=6/14,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,3.5,4,4,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/14,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,medium_periodic_advdiff_015,medium,transport,periodic_constraint_handling,Periodic advection-diffusion equation,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,4,3,3,1,1,,core_cue_ratio=1.00; reference_item_match=6/14; cap<= 3: mentions value periodicity but not derivative or diffusive-flux periodicity,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,5,4,5,1,1,,"core_cue_ratio=0.80; reference_item_match=3/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=3/3,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=1.00; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4.5,4,4,0.5,0.5,,core_cue_ratio=0.80; reference_item_match=7/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=7/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=0.60; reference_item_match=6/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Model Choice,model_choice,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=6/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/zai-org/GLM-4.7,GLM-4.7,Model Choice,model_choice,3.5,3,3,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=2/10,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=13/18,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Training Strategy,training_strategy,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=14/18,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/zai-org/GLM-4.7,GLM-4.7,Training Strategy,training_strategy,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=13/18,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Validation Failure Risks,validation_failure_risks,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=8/16,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Validation Failure Risks,validation_failure_risks,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=6/16,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_acoustic_scattering_maze_022,hard_plus,acoustics,complex_geometry_scattering,Acoustic scattering in maze-like geometry,Pro/zai-org/GLM-4.7,GLM-4.7,Validation Failure Risks,validation_failure_risks,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=9/16,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Problem Formalization,problem_formalization,4,4,4,0,0,,core_cue_ratio=1.00; reference_item_match=1/3,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Problem Formalization,problem_formalization,4.5,4,5,0.5,0.5,,"core_cue_ratio=0.80; reference_item_match=2/3; pf_strict_cap<=4: 5 requires known/unknown split, task type, missing-spec handling, task-specific decision, and high reference match",yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/zai-org/GLM-4.7,GLM-4.7,Problem Formalization,problem_formalization,4.5,4,4,0.5,0.5,,core_cue_ratio=1.00; reference_item_match=1/3,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Physics Constraints,physics_constraints,4,4,4,0,0,,core_cue_ratio=0.80; reference_item_match=7/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/moonshotai/Kimi-K2.6,Kimi-K2.6,Physics Constraints,physics_constraints,5,5,5,0,0,,core_cue_ratio=1.00; reference_item_match=9/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,Pro/zai-org/GLM-4.7,GLM-4.7,Physics Constraints,physics_constraints,5,4,4,1,1,,core_cue_ratio=1.00; reference_item_match=7/13,yes
manual_scoring_selected_02_03_15_22_23_24_v0.3_compare.xlsx,hard_plus_rayleigh_benard_024,hard_plus,thermal_fluid_dynamics,coupled_multiphysics_modeling,Rayleigh-Benard convection under Boussinesq approximation,deepseek-ai/DeepSeek-V4-Flash,DeepSeek-V4-Flash,Model Choice,model_choice,4.5,5,5,-0.5,0.5,,core_cue_ratio=1.00; reference_item_match=7/10,yes
