task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,score,score_rationale
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Training Strategy,training_strategy,"Loss: L = lambda_d L_data + lambda_pde L_pde + lambda_ic L_ic + lambda_bc L_bc, where L_data uses MSE or Huber loss against sparse observations, L_pde is the MSE of the residual over collocation points, and L_ic/L_bc are active only after the missing initial and boundary conditions are provided. Sampling: generate collocation points via Sobol or Latin Hypercube Sampling; apply Residual-based Adaptive Refinement (RAR) to add points where |R| is large. Optimization: train with Adam (lr ~1e-3) followed by L-BFGS fine-tuning; use gradient clipping and Xavier initialization. Apply causal time-marching or temporal weighting if the IC is known. Use adaptive loss weighting (e.g., NTK balancing) to prevent the PDE term from dominating early and freezing nu updates.","critical_points: jointly optimizes field and viscosity; uses positivity parameterization for viscosity; balances data, PDE, IC, and BC losses; uses adaptive sampling near steep gradients || expected_loss_terms: Burgers residual loss with trainable viscosity; data loss on sparse noisy observations; initial condition loss if available; boundary condition loss if available; positivity constraint or positive parameterization for viscosity; measurement data loss; periodic derivative loss || expected_training_strategy: jointly train field network and viscosity parameter; enforce positive viscosity; use adaptive or dense sampling near sharp gradients; balance data, PDE, initial, and boundary losses; request or explicitly state boundary-condition assumptions; train viscosity parameter alongside network weights; incorporate noisy measurements with weighted data loss; enforce periodic derivative continuity || scoring_note: Do not require the model to guess periodic BC from the public task. Award credit for identifying that boundary information is needed and for including boundary loss conditional on available BC. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; omits nonlinear Burgers term or data loss => max 2. Both are essential to the inverse task.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, boundary, sampling, collocation, adam, l-bfgs, weight, adaptive | check possible missing cues: optimizer, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=9/19
medium_burgers_inverse_viscosity_010,medium,fluid_dynamics,inverse_parameter_estimation,1D viscous Burgers equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Risks: (1) Non-identifiability of nu if sparse data sit in regions where u_xx ~ 0 or along inviscid characteristics, making the viscous term invisible. (2) Missing IC/BCs cause ill-posedness; validation error on held-out sensors may be low for wrong nu if the network compensates with incorrect boundary behavior. (3) Noise bias: noisy second-derivative estimates can skew nu; mitigate with robust losses or data smoothing. (4) Small-nu stiffness: standard MLPs may underresolve sharp gradients and converge to an inflated nu; monitor spectral content and increase collocation density near layers. (5) Hyperparameter sensitivity: static loss weights often cause training failure; validate via residual convergence and parameter sensitivity studies. (6) Domain coverage gaps: poor generalization outside the convex hull of data and collocation points.","critical_points: checks viscosity estimation error; checks held-out velocity error; checks residual and boundary consistency || expected_validation: viscosity estimation error; held-out data error; PDE residual; comparison to numerical reference; boundary consistency if boundary type is known || failure_traps: treats viscosity as known; omits nonlinear term; does not include observation data loss; hallucinates boundary conditions as if specified; omits measurement data from loss; enforces only value periodicity || scoring_note: Do not require the model to guess periodic BC from the public task. Award credit for identifying that boundary information is needed and for including boundary loss conditional on available BC. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.","AUTO_REVIEW: schema_valid=True | mentions cues: validate, validation, residual, error, risk, failure, identifiability | check possible missing cues: compare, conservation, divergence, stability, reference | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=4/14
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Problem Formalization,problem_formalization,"The task is to jointly reconstruct a two-dimensional potential field u(x,y) and recover an unknown source term f(x,y) satisfying the Poisson equation ∇²u = f on a domain Ω ⊂ ℝ². Available information includes sparse partial observations of u at a finite set of measurement points and boundary information on ∂Ω. This is an ill-posed inverse source problem because f is not directly observed and multiple pairs (u,f) can satisfy the PDE and data. Critical unspecified elements are: the exact boundary condition type (Dirichlet, Neumann, or Robin), the precise domain geometry, the noise level and distribution in the observations, and any structural priors on f such as smoothness, compact support, or parametric form. Their absence means the solution is non-unique and the workflow must rely on regularization and explicit assumptions.","critical_points: identifies inverse Poisson source-recovery task; states both field u(x,y) and source f(x,y) as unknowns; recognizes partial observations and available boundary information || variables: x; y; u(x,y); f(x,y) || known_parameters:  || unknowns: u(x,y); f(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: observation_count: 200 | noise: 1 percent Gaussian noise | source_representation: neural source network f_phi(x,y) || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; assumes source term is known => max 2. Recovering the unknown source is the target task.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, domain, geometry, field, inverse | check possible missing cues: parameter, forward, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/3
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Physics Constraints,physics_constraints,"The governing interior constraint is the PDE residual ∇²u - f = 0 at all collocation points in Ω. Boundary constraints must be enforced using the provided boundary data; because the boundary condition type is unspecified, the workflow must either assume a type and carry misspecification risk or treat boundary information as a generic data fidelity term. A data consistency constraint matches the reconstructed u against partial observations. To handle ill-posedness, a regularization penalty on f (e.g., H¹ Tikhonov or total variation) is essential. The composite physics-informed loss is L = λ_data L_data + λ_pde L_pde + λ_bc L_bc + λ_reg L_reg, where L_data is the MSE on observed u, L_pde is the MSE of the Poisson residual, L_bc is the MSE on boundary data, and L_reg penalizes undesired source complexity.","critical_points: includes Poisson residual coupling u and learned/parameterized source; includes boundary loss; includes observation data loss; mentions regularization or priors for source identifiability || canonical_pde: -Delta u(x,y) = f(x,y), with f unknown to the agent and represented as f_phi(x,y) in the plan || constraints: observations: 200 sparse observations of u with 1 percent Gaussian noise for the private reference setting | boundary_conditions: u=0 on the boundary of [0,1]^2 for the private reference setting || reference_conditions: boundary: u=0 on boundary of [0,1]^2 | observations: 200 sparse u observations with 1 percent Gaussian noise || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; omits data loss or boundary constraints => max 3. Both observations and boundary information are needed to constrain the inverse problem.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, boundary, constraint | check possible missing cues: equation, initial, dirichlet, neumann, periodic, conservation, divergence, incompressible | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=5/10
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Model Choice,model_choice,"Select a Physics-Informed Neural Network (PINN) architecture because it is mesh-free, naturally accommodates sparse observations, and supports inverse problems via automatic differentiation for exact Laplacian computation. Use a single fully connected neural network with two output heads predicting u and f, or coupled networks, with sinusoidal/Fourier feature embeddings to mitigate spectral bias and capture potentially high-frequency source structures. Skip connections or modified MLPs can improve gradient flow. A neural operator would only be preferable if multiple source samples were available for supervised training; for single-instance joint recovery from partial data, a PINN is the standard flexible choice.","critical_points: chooses two-network PINN, neural source parameterization, or equivalent; does not assume source is known; uses separate networks to represent u and the source term f || acceptable_model_choices: PINN with neural source term; two-network PINN for field and source; parameterized source model with physics loss; dual-network PINN (u and source); PINN with auxiliary source network || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; assumes source term is known => max 2. Recovering the unknown source is the target task.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, mlp, operator, fourier, architecture, network | check possible missing cues: siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=7/8
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Training Strategy,training_strategy,"Train by minimizing the composite loss first with Adam (learning rate ~1e-3) and then refine with L-BFGS. Sample interior collocation points using quasi-random Sobol sequences, and include the sparse observation locations and boundary points in the training set. Employ an adaptive weighting strategy—such as NTK-based normalization or GradNorm—to balance competing data, PDE, and boundary terms and prevent any single component from dominating. Use curriculum training: initially fit boundary and observation data to establish a baseline u, then jointly optimize u and f while gradually increasing the PDE residual weight. Regularize f with an H¹ seminorm on its gradients; if discontinuities are expected, use total variation instead. Validation metrics include relative L² error on held-out u observations, maximum PDE residual, and boundary mismatch. Monitor loss component contributions and adjust weights dynamically.","critical_points: jointly trains field and source representations; balances data, boundary, and residual losses; uses regularization/smoothness or identifiability checks || expected_loss_terms: Poisson residual loss coupling u and f_phi; sparse field observation data loss; boundary condition loss; regularization or smoothness prior for source recovery; measurement data loss; source network regularization || expected_training_strategy: represent the source as a neural source network f_phi(x,y) or another explicit parameterization; jointly train field and source representations; sample interior and boundary points; balance data, boundary, and PDE residual losses; address inverse-problem non-identifiability with regularization or priors; simultaneously train u-network and source-network; use regularization to prevent source overfitting || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; assumes source term is known => max 2. Recovering the unknown source is the target task.; omits data loss or boundary constraints => max 3. Both observations and boundary information are needed to constrain the inverse problem.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, data, initial, boundary, collocation, adam, l-bfgs, weight, adaptive | check possible missing cues: sampling, optimizer, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/16
medium_poisson_source_recovery_011,medium,potential_fields,unknown_source_recovery,2D Poisson equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Key risks are: (1) Ill-posedness and non-uniqueness—sparse u observations may be insufficient to constrain f, leading to incorrect or over-smoothed sources if regularization is inadequate. (2) Boundary condition misspecification—because the BC type is not provided, assuming the wrong type will bias the recovered f. (3) Spectral bias—standard PINNs struggle to learn high-frequency source structures, causing fine-scale recovery failure unless Fourier features or multi-scale architectures are used. (4) Unbalanced multi-objective optimization—competing losses can cause unstable training or one term to dominate, yielding poor joint estimates. (5) Overfitting to observation noise—without a known noise model, excessive data fidelity can contaminate the source estimate. (6) Spatial extrapolation—if observations do not cover regions where f is active, recovery in those regions is entirely unconstrained and unreliable.","critical_points: checks field reconstruction; checks source recovery if reference exists; checks residual, boundary error, and sensitivity to noise/sparsity || expected_validation: field reconstruction error on held-out points; source recovery error if private reference is available; PDE residual; boundary error; sensitivity to noise and observation sparsity || failure_traps: assumes source is known; does not represent the unknown source; omits data loss; omits boundary constraints; ignores non-identifiability of inverse source recovery; assumes constant source or does not model source separately || scoring_note: Do not require the model to guess the private source form. Full-credit plans should identify unknown source recovery, include a source representation, and discuss regularization or identifiability. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: risk, failure | check possible missing cues: validate, validation, residual, error, compare, identifiability, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=8/14
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Problem Formalization,problem_formalization,"Reconstruct the 1D wave field u(x,t) satisfying u_tt = c^2 u_xx with known wave speed c, given sparse point measurements at limited (x_i, t_i). The following are unspecified and must be treated as missing: the full initial displacement u(x,0) and initial velocity u_t(x,0); the boundary condition types and values at the spatial domain edges; the exact domain length; and the sensor noise statistics. Because well-posedness of the wave equation requires both initial conditions and boundary conditions, the problem is ill-posed without additional assumptions or regularization. The workflow must therefore target joint field reconstruction and inference of missing IC/BCs while respecting the domain of dependence.","critical_points: identifies sparse-observation wave-field modeling; states u(x,t) as unknown with known wave speed; recognizes incomplete IC/BC and identifiability risk; identifies missing initial or boundary conditions and requests them || variables: x; t; u(x,t) || known_parameters: c = 1.0 || unknowns: u(x,t) || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: c: 1.0 | sensor_count: 100 | noise: 1 percent Gaussian noise || scoring_note: This task is designed to reward missing-condition awareness. Do not require the model to guess the private IC/BC; penalize unsupported hallucination of complete conditions. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; does not discuss missing IC/BC or identifiability => max 3. The public task explicitly asks for additional information or checks.","AUTO_REVIEW: schema_valid=True | mentions cues: known, domain, field, missing | check possible missing cues: unknown, parameter, geometry, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=2/4
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Physics Constraints,physics_constraints,"Enforce the PDE residual u_tt - c^2 u_xx = 0 in the interior. The finite propagation speed c imposes a causal structure: information travels along characteristics x ± ct = constant, meaning reconstruction is only reliable within the union of characteristic cones rooted at sensor locations and any known boundary data. Energy conservation provides a secondary global constraint for homogeneous problems. Because ICs and BCs are incomplete, the solution manifold is non-unique; any superposition of left- and right-traveling waves that interpolates the sparse data is admissible. Do not assume damping, forcing, or specific boundary types (Dirichlet/Neumann/Robin) unless provided.","critical_points: includes wave-equation residual; includes sparse sensor data loss; conditions IC/BC losses on available information; does not hallucinate complete IC/BC; includes measurement data constraints if available || canonical_pde: u_tt = c^2 * u_xx, with c = 1.0 in the private reference setting || constraints: observations: 100 sparse wave-field sensors with 1 percent Gaussian noise for the private reference setting | missing_information: public task intentionally leaves full IC/BC incomplete; high-quality plans should request IC/BC or state assumptions and identifiability risks || reference_conditions: private_initial: u(x,0)=sin(pi*x); u_t(x,0)=0 | private_boundary: u(0,t)=0; u(1,t)=0 | observations: 100 sparse space-time sensors with 1 percent Gaussian noise || scoring_note: This task is designed to reward missing-condition awareness. Do not require the model to guess the private IC/BC; penalize unsupported hallucination of complete conditions. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; does not discuss missing IC/BC or identifiability => max 3. The public task explicitly asks for additional information or checks.; uses only data fitting without physics residual => max 2. The benchmark asks for physics-informed modeling.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, boundary, dirichlet, neumann, constraint, conservation | check possible missing cues: equation, initial, periodic, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=4/11
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Model Choice,model_choice,"Adopt a Physics-Informed Neural Network (PINN) where a fully-connected network u_theta(x,t) approximates the field. Use Fourier feature mappings or sinusoidal activations (SIREN) to mitigate spectral bias against oscillatory solutions. A PINN is selected because it handles unstructured sparse data without meshing and can embed the known PDE directly. To address missing ICs/BCs, parameterize the unknown initial displacement and velocity as separate shallow networks or truncated Fourier series with learnable coefficients, and similarly parameterize unknown boundary traces. These latent functions are jointly optimized with the main network, converting unsupported assumptions into data-driven inferences. If the wave contains sharp fronts, augment with adaptive activation functions or localized collocation refinement.","critical_points: chooses PINN/data-assimilation model; accounts for sparse sensors and wave phase behavior || acceptable_model_choices: PINN with sensor data loss; physics-informed data assimilation model || scoring_note: This task is designed to reward missing-condition awareness. Do not require the model to guess the private IC/BC; penalize unsupported hallucination of complete conditions. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, fourier, siren, network | check possible missing cues: mlp, operator, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/4
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Training Strategy,training_strategy,"Minimize L = lambda_data L_data + lambda_pde L_pde + lambda_ic L_ic + lambda_bc L_bc. L_data is MSE at sensor points. L_pde is the wave residual MSE evaluated at space-time collocation points sampled via Latin Hypercube Sampling, with Residual-based Adaptive Refinement (RAR) to add points where the residual is largest. For available partial IC/BC information, use corresponding MSE penalties; for missing segments, penalize the learned latent IC/BC functions with Sobolev or Tikhonov regularization to ensure smoothness. Optimize with Adam (lr 1e-3, exponential decay) for 50k-100k iterations, then switch to L-BFGS for precise residual minimization. Apply a causal training curriculum: initially fit data and low-frequency PDE modes, then progressively increase temporal horizon and IC/BC regularization weights. If sensors are very sparse, add an identifiability pre-check using the sensor characteristic coverage matrix before training.","critical_points: balances physics and sensor losses; uses held-out sensors; states needed assumptions or additional measurements for identifiability || expected_loss_terms: wave-equation residual loss; sensor data loss; initial condition loss if available; boundary condition loss if available; measurement data loss || expected_training_strategy: do not invent missing IC/BC without stating assumptions; use sparse sensor measurements as observation loss; sample collocation points across space-time; analyze identifiability under incomplete IC/BC and sparse observations; use held-out sensors for validation; highlight need for additional assumptions on unknown initial or boundary data; incorporate sparse sensor data into loss with weighting || scoring_note: This task is designed to reward missing-condition awareness. Do not require the model to guess the private IC/BC; penalize unsupported hallucination of complete conditions. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; uses only data fitting without physics residual => max 2. The benchmark asks for physics-informed modeling.","AUTO_REVIEW: schema_valid=True | mentions cues: residual, data, initial, sampling, collocation, adam, l-bfgs, weight, adaptive | check possible missing cues: loss, boundary, optimizer, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,5,,,5,core_cue_ratio=1.00; reference_item_match=9/15
medium_wave_sparse_sensors_012,medium,wave_propagation,sparse_observation_modeling,1D wave equation,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Key risks: (1) Non-uniqueness and unidentifiability—predictions outside the characteristic domain of dependence of sensors are unconstrained and cannot be validated; (2) Spectral bias—neural networks underfit high-frequency wave modes, producing dispersive errors; (3) Spatial/temporal aliasing—if sensor spacing violates the Nyquist criterion relative to the wavelength or sampling frequency is insufficient for wave speed c, wave direction and phase become ambiguous; (4) Boundary interaction errors—unspecified boundaries cause unphysical reflections that corrupt the interior field; (5) Long-time drift—compounding PDE residual errors degrade accuracy for large t; (6) Overfitting to sparse noisy measurements. Validation must use held-out sensors, monitor energy conservation, inspect PDE residual maps, and perform ablation studies by dropping random sensors to test robustness.","critical_points: checks held-out sensor error; checks residual; checks phase/amplitude error; assesses uncertainty from missing IC/BC || expected_validation: held-out sensor error; PDE residual; boundary and initial condition error if those conditions are provided; phase and amplitude error; uncertainty or sensitivity analysis under missing conditions || failure_traps: hallucinates complete IC/BC; ignores missing-condition uncertainty; uses only data loss without physics; does not discuss identifiability; does not request missing initial/boundary conditions; assumes complete data without justification || scoring_note: This task is designed to reward missing-condition awareness. Do not require the model to guess the private IC/BC; penalize unsupported hallucination of complete conditions. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; answer invents concrete IC/BC/parameters that are not provided by the public task and does not mark them as assumptions => max 2. Private execution references are not available to the model; unsupported guessing should be penalized.; does not discuss missing IC/BC or identifiability => max 3. The public task explicitly asks for additional information or checks.","AUTO_REVIEW: schema_valid=True | mentions cues: validate, validation, residual, error, risk, identifiability, conservation | check possible missing cues: compare, failure, divergence, stability, reference | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/15
medium_reaction_diffusion_noisy_013,medium,chemical_biology,noisy_data_fitting,Two-species reaction-diffusion system,Pro/moonshotai/Kimi-K2.6,canonical_v0.3,Problem Formalization,problem_formalization,"The objective is to reconstruct two coupled concentration fields u(x,t) and v(x,t) governed by a known reaction-diffusion system from sparse, noisy point measurements. The dynamics are described by ∂_t u = D_u ∇²u + R_u(u,v) and ∂_t v = D_v ∇²v + R_v(u,v), where the functional forms of R_u and R_v are specified but parameter values (diffusivities, reaction coefficients) may be unknown. The observation set is limited in space-time coverage and corrupted by noise. Unspecified elements critical to uniqueness include: spatial dimensionality and domain geometry, boundary conditions, initial conditions, the noise distribution and variance, and whether PDE parameters are known. These gaps make the problem ill-posed and require the workflow to either infer latent conditions or explicitly account for ambiguity.","critical_points: identifies coupled two-species reaction-diffusion system; states both concentration fields as unknowns; recognizes sparse noisy observations || variables: x; t; u; v; optional y if 2D execution is selected || known_parameters: D_u = 2e-5; D_v = 1e-5; F = 0.04; k = 0.06 || unknowns: u concentration field; v concentration field || domain_spec: space: x in [0,1] for pilot reference; optional 2D extension later | time: t in [0,1] || parameter_values: D_u: 2e-5 | D_v: 1e-5 | F: 0.04 | k: 0.06 | noise: 2 percent Gaussian noise || scoring_note: Full-credit plans should identify multi-species reaction-diffusion, include losses for both equations and noisy observations, and discuss noise robustness. Exact private parameters are not required from the public task. || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; models only one species => max 2. The task is explicitly two-species.","AUTO_REVIEW: schema_valid=True | mentions cues: known, unknown, parameter, domain, geometry, field | check possible missing cues: forward, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/3
